item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000109,ORD00040,PROD00293,6,23.76,10.0
ITEM000110,ORD00040,PROD00437,3,283.85,0.0
ITEM000111,ORD00041,PROD00335,7,305.21,0.0
ITEM000112,ORD00041,PROD00478,5,118.91,0.0
ITEM000113,ORD00041,PROD00373,6,307.38,0.0
ITEM000114,ORD00041,PROD00202,1,285.2,0.0
ITEM000115,ORD00042,PROD00182,3,382.73,5.0
ITEM000116,ORD00042,PROD00420,4,483.75,0.0
ITEM000117,ORD00042,PROD00427,6,224.49,0.0
ITEM000118,ORD00042,PROD00286,4,223.34,20.0
ITEM000119,ORD00043,PROD00055,3,334.37,0.0
ITEM000120,ORD00043,PROD00370,1,102.13,0.0
ITEM000121,ORD00043,PROD00492,8,171.75,50.0
ITEM000122,ORD00044,PROD00052,6,104.92,0.0
ITEM000123,ORD00045,PROD00057,2,317.34,20.0
ITEM000124,ORD00045,PROD00423,3,215.71,0.0
ITEM000125,ORD00045,PROD00288,4,327.91,0.0
ITEM000129,ORD00047,PROD00186,5,613.08,5.0
ITEM000130,ORD00047,PROD00072,7,347.2,5.0
ITEM000131,ORD00047,PROD00426,-6,628.49,0.0
ITEM000132,ORD00047,PROD00017,6,67.72,0.0
ITEM000133,ORD00048,PROD00325,2,331.6,40.0
ITEM000134,ORD00048,PROD00273,2,405.35,0.0
ITEM000135,ORD00048,PROD00333,2,605.91,0.0
ITEM000136,ORD00049,PROD00239,3,324.67,0.0
ITEM000137,ORD00049,PROD00332,8,327.07,20.0
ITEM000138,ORD00049,PROD00456,-5,328.17,5.0
ITEM000139,ORD00050,PROD00116,3,379.43,0.0
ITEM000143,ORD00052,PROD00277,2,325.19,0.0
ITEM000144,ORD00052,PROD00118,4,310.23,0.0
ITEM000145,ORD00053,PROD00120,4,284.5,0.0
ITEM000146,ORD00053,PROD00450,8,70.44,40.0
ITEM000147,ORD00053,PROD00228,4,313.34,0.0
ITEM000148,ORD00054,PROD00102,7,229.42,0.0
ITEM000149,ORD00054,PROD00497,2,524.04,0.0
ITEM000150,ORD00054,PROD00482,6,132.85,0.0
ITEM000151,ORD00054,PROD00098,2,204.47,0.0
ITEM000152,ORD00055,PROD00261,-8,242.47,0.0
ITEM000153,ORD00055,PROD00216,2,39.41,40.0
ITEM000154,ORD00055,PROD00223,5,267.75,30.0
ITEM000155,ORD00056,PROD00449,5,603.91,5.0
ITEM000156,ORD00056,PROD00073,3,650.13,0.0
ITEM000157,ORD00056,PROD00080,8,123.75,0.0
ITEM000158,ORD00056,PROD00411,5,31.73,0.0
ITEM000159,ORD00057,PROD00215,3,223.96,10.0
ITEM000160,ORD00057,PROD00187,2,600.23,0.0
ITEM000163,ORD00059,PROD00468,7,325.96,10.0
ITEM000164,ORD00059,PROD00081,6,246.14,0.0
ITEM000165,ORD00060,PROD00058,8,109.95,25.0
ITEM000170,ORD00062,PROD00381,7,46.35,10.0
ITEM000171,ORD00063,PROD00129,5,288.18,50.0
ITEM000172,ORD00063,PROD00390,6,565.63,25.0
ITEM000173,ORD00064,PROD00383,7,611.4,10.0
ITEM000174,ORD00065,PROD00074,4,287.87,0.0
ITEM000175,ORD00066,PROD00248,4,708.48,25.0
ITEM000176,ORD00066,PROD00208,4,633.77,0.0
ITEM000177,ORD00066,PROD00226,5,229.38,0.0
ITEM000178,ORD00066,PROD00173,3,472.37,20.0
ITEM000179,ORD00067,PROD00340,6,515.59,0.0
ITEM000180,ORD00067,PROD00401,1,580.38,0.0
ITEM000181,ORD00067,PROD00117,2,316.55,10.0
ITEM000182,ORD00067,PROD00448,8,379.48,40.0
ITEM000183,ORD00068,PROD00204,4,145.96,5.0
ITEM000184,ORD00068,PROD00102,6,270.24,25.0
ITEM000185,ORD00069,PROD00410,4,607.97,40.0
ITEM000186,ORD00070,PROD00082,3,324.34,10.0
ITEM000187,ORD00070,PROD00432,3,401.32,50.0
ITEM000188,ORD00070,PROD00440,1,469.95,50.0
ITEM000189,ORD00071,PROD00462,7,152.14,0.0
ITEM000190,ORD00071,PROD00070,-5,165.08,0.0
ITEM000191,ORD00071,PROD00285,4,236.02,5.0
ITEM000192,ORD00071,PROD00031,3,633.16,10.0
ITEM000193,ORD00072,PROD00403,7,121.9,0.0
ITEM000194,ORD00072,PROD00428,4,39.63,0.0
ITEM000195,ORD00072,PROD00458,3,61.46,0.0
ITEM000196,ORD00072,PROD00142,1,564.66,0.0
ITEM000197,ORD00073,PROD00396,8,42.85,0.0
ITEM000198,ORD00074,PROD00278,8,429.32,30.0
ITEM000199,ORD00075,PROD00449,1,566.46,5.0
ITEM000200,ORD00075,PROD00321,3,377.3,20.0
ITEM000201,ORD00075,PROD00389,2,364.66,25.0
ITEM000202,ORD00076,PROD00124,8,50.34,50.0
ITEM000203,ORD00076,PROD00030,5,368.41,15.0
ITEM000204,ORD00076,PROD00328,7,408.82,0.0
ITEM000205,ORD00077,PROD00043,8,431.25,0.0
ITEM000206,ORD00077,PROD00303,5,206.57,30.0
ITEM000207,ORD00077,PROD00250,7,584.47,30.0
ITEM000208,ORD00078,PROD00022,2,31.83,0.0
ITEM000209,ORD00078,PROD00392,7,28.34,5.0
ITEM000210,ORD00078,PROD00178,8,507.31,0.0
ITEM000211,ORD00078,PROD00268,7,364.49,20.0
ITEM000212,ORD00079,PROD00111,1,91.08,0.0
ITEM000213,ORD00080,PROD00472,1,54.22,15.0
ITEM000214,ORD00080,PROD00184,6,80.84,50.0
ITEM000215,ORD00080,PROD00229,6,99.02,50.0
ITEM000216,ORD00081,PROD00108,6,360.4,10.0
ITEM000217,ORD00081,PROD00433,2,481.22,30.0
ITEM000218,ORD00082,PROD00163,2,503.59,0.0
ITEM000219,ORD00082,PROD00208,8,609.01,10.0
ITEM000220,ORD00083,PROD00439,6,201.76,0.0
ITEM000221,ORD00083,PROD00186,3,697.82,0.0
ITEM000222,ORD00083,PROD00298,5,468.8,0.0
ITEM000223,ORD00084,PROD00317,4,431.02,30.0
ITEM000224,ORD00084,PROD00208,3,712.99,0.0
ITEM000225,ORD00084,PROD00204,7,117.38,50.0
ITEM000226,ORD00084,PROD00315,2,74.41,0.0
ITEM000227,ORD00085,PROD00126,-5,370.87,0.0
ITEM000228,ORD00086,PROD00126,8,407.39,0.0
ITEM000229,ORD00086,PROD00007,1,473.31,0.0
ITEM000230,ORD00087,PROD00213,4,358.13,25.0
ITEM000231,ORD00087,PROD00205,7,294.14,15.0
ITEM000232,ORD00087,PROD00412,7,306.32,40.0
ITEM000233,ORD00087,PROD00164,2,648.03,0.0
ITEM000234,ORD00088,PROD00408,3,308.97,50.0
ITEM000235,ORD00088,PROD00275,4,574.75,30.0
ITEM000236,ORD00089,PROD00239,1,306.92,0.0
ITEM000237,ORD00089,PROD00303,-3,206.57,0.0
ITEM000238,ORD00090,PROD00459,3,347.36,0.0
ITEM000239,ORD00091,PROD00292,1,72.66,0.0
ITEM000240,ORD00091,PROD00361,3,15.4,0.0
ITEM000241,ORD00091,PROD00232,5,569.56,0.0
ITEM000242,ORD00092,PROD00074,6,300.67,40.0
ITEM000243,ORD00092,PROD00365,2,198.53,0.0
ITEM000244,ORD00092,PROD00033,3,547.84,0.0
ITEM000245,ORD00092,PROD00308,3,577.58,0.0
ITEM000250,ORD00094,PROD00103,2,191.94,25.0
ITEM000251,ORD00094,PROD00132,1,130.95,0.0
ITEM000252,ORD00094,PROD00192,1,414.01,0.0
ITEM000253,ORD00094,PROD00003,-5,114.18,50.0
ITEM000254,ORD00095,PROD00490,8,280.78,0.0
ITEM000255,ORD00096,PROD00050,3,72.24,0.0
ITEM000256,ORD00096,PROD00457,3,632.64,20.0
ITEM000257,ORD00096,PROD00016,2,332.06,0.0
ITEM000261,ORD00098,PROD00127,4,223.49,0.0
ITEM000262,ORD00098,PROD00407,6,60.23,50.0
ITEM000263,ORD00098,PROD00416,2,508.52,0.0
ITEM000267,ORD00100,PROD00313,8,47.07,30.0
ITEM000268,ORD00100,PROD00358,1,222.45,0.0
ITEM000269,ORD00100,PROD00457,3,657.35,25.0
ITEM000270,ORD00100,PROD00015,5,162.4,0.0
ITEM000271,ORD00101,PROD00422,7,43.64,0.0
ITEM000272,ORD00102,PROD00261,1,265.86,0.0
ITEM000273,ORD00102,PROD00487,4,458.05,0.0
ITEM000274,ORD00103,PROD00254,1,20.45,0.0
ITEM000275,ORD00103,PROD00461,-5,577.01,0.0
ITEM000276,ORD00104,PROD00091,4,218.73,5.0
ITEM000277,ORD00104,PROD00080,4,123.75,0.0
ITEM000278,ORD00104,PROD00473,5,382.77,30.0
ITEM000279,ORD00105,PROD00210,7,524.51,0.0
ITEM000280,ORD00105,PROD00432,8,398.59,0.0
ITEM000281,ORD00105,PROD00355,8,337.02,5.0
ITEM000282,ORD00106,PROD00060,8,417.67,0.0
ITEM000283,ORD00107,PROD00484,7,14.11,0.0
ITEM000284,ORD00107,PROD00439,2,194.45,0.0
ITEM000285,ORD00108,PROD00487,8,442.39,0.0
ITEM000286,ORD00108,PROD00019,2,142.57,0.0
ITEM000287,ORD00109,PROD00095,2,441.76,20.0
ITEM000288,ORD00109,PROD00379,1,116.67,0.0
ITEM000289,ORD00109,PROD00499,4,311.19,0.0
ITEM000290,ORD00109,PROD00008,6,269.73,0.0
ITEM000291,ORD00110,PROD00180,1,535.12,0.0
ITEM000292,ORD00110,PROD00150,4,526.97,0.0
ITEM000293,ORD00111,PROD00013,2,179.76,15.0
ITEM000294,ORD00111,PROD00286,6,196.27,20.0
ITEM000295,ORD00111,PROD00266,3,396.41,0.0
ITEM000296,ORD00111,PROD00020,2,409.32,0.0
ITEM000297,ORD00112,PROD00289,7,439.33,0.0
ITEM000298,ORD00113,PROD00391,-2,356.31,20.0
ITEM000299,ORD00113,PROD00480,7,461.6,20.0
ITEM000300,ORD00114,PROD00350,5,228.55,50.0
ITEM000301,ORD00114,PROD00246,3,690.71,10.0
ITEM000304,ORD00116,PROD00074,7,238.83,0.0
ITEM000305,ORD00116,PROD00117,3,316.55,0.0
ITEM000306,ORD00116,PROD00483,7,298.87,0.0
ITEM000307,ORD00117,PROD00238,6,22.39,0.0
ITEM000308,ORD00117,PROD00272,4,507.88,0.0
ITEM000309,ORD00117,PROD00486,6,688.24,0.0
ITEM000310,ORD00117,PROD00392,6,33.54,0.0
ITEM000311,ORD00118,PROD00241,8,133.39,25.0
ITEM000312,ORD00118,PROD00212,4,174.75,30.0
ITEM000313,ORD00119,PROD00480,3,454.66,0.0
ITEM000314,ORD00119,PROD00106,3,389.01,25.0
ITEM000315,ORD00119,PROD00394,7,117.03,10.0
ITEM000316,ORD00119,PROD00211,4,505.49,0.0
ITEM000317,ORD00120,PROD00162,1,667.99,5.0
ITEM000318,ORD00120,PROD00011,1,201.95,0.0
ITEM000319,ORD00120,PROD00477,4,125.12,50.0
ITEM000320,ORD00120,PROD00431,6,382.27,20.0
ITEM000321,ORD00121,PROD00361,5,12.78,0.0
ITEM000322,ORD00121,PROD00462,3,168.4,0.0
ITEM000323,ORD00121,PROD00317,8,393.54,0.0
ITEM000324,ORD00122,PROD00500,3,401.4,0.0
ITEM000325,ORD00122,PROD00021,7,430.92,0.0
ITEM000326,ORD00123,PROD00301,6,108.9,0.0
ITEM000327,ORD00124,PROD00230,8,153.5,0.0
ITEM000328,ORD00124,PROD00454,2,59.97,0.0
ITEM000329,ORD00125,PROD00320,7,75.14,0.0
ITEM000330,ORD00125,PROD00479,4,89.03,0.0
ITEM000331,ORD00126,PROD00182,-8,377.1,20.0
ITEM000332,ORD00127,PROD00187,4,596.09,40.0
ITEM000333,ORD00127,PROD00251,3,379.45,0.0
ITEM000334,ORD00128,PROD00135,7,21.04,0.0
ITEM000335,ORD00128,PROD00389,2,406.5,0.0
ITEM000336,ORD00128,PROD00447,1,627.63,0.0
ITEM000337,ORD00129,PROD00103,7,235.48,15.0
ITEM000338,ORD00129,PROD00357,6,213.51,20.0
ITEM000339,ORD00129,PROD00209,3,638.24,25.0
ITEM000340,ORD00129,PROD00099,5,529.76,0.0
ITEM000341,ORD00130,PROD00413,6,563.81,5.0
ITEM000342,ORD00131,PROD00413,4,576.16,0.0
ITEM000343,ORD00131,PROD00079,4,11.33,5.0
ITEM000345,ORD00133,PROD00403,2,143.97,0.0
ITEM000346,ORD00133,PROD00471,2,253.69,5.0
ITEM000347,ORD00133,PROD00002,4,413.49,20.0
ITEM000348,ORD00134,PROD00321,8,383.15,20.0
ITEM000349,ORD00134,PROD00310,8,447.11,5.0
ITEM000350,ORD00134,PROD00227,1,562.18,50.0
ITEM000351,ORD00135,PROD00450,4,63.69,5.0
ITEM000352,ORD00135,PROD00097,6,241.64,0.0
ITEM000353,ORD00136,PROD00326,5,268.51,0.0
ITEM000354,ORD00136,PROD00147,5,263.43,25.0
ITEM000355,ORD00136,PROD00004,5,87.15,0.0
ITEM000356,ORD00136,PROD00032,6,481.91,0.0
ITEM000357,ORD00137,PROD00041,-8,539.64,5.0
ITEM000358,ORD00137,PROD00164,6,657.85,5.0
ITEM000359,ORD00137,PROD00292,6,72.66,20.0
ITEM000360,ORD00137,PROD00190,8,578.97,40.0
ITEM000361,ORD00138,PROD00301,6,92.32,15.0
ITEM000362,ORD00138,PROD00473,7,427.97,20.0
ITEM000363,ORD00139,PROD00073,7,632.07,0.0
ITEM000364,ORD00139,PROD00072,7,428.71,20.0
ITEM000365,ORD00140,PROD00008,3,231.46,40.0
ITEM000366,ORD00140,PROD00049,8,221.21,0.0
ITEM000367,ORD00140,PROD00012,3,367.72,50.0
ITEM000368,ORD00141,PROD00098,8,223.53,40.0
ITEM000369,ORD00141,PROD00250,1,659.74,0.0
ITEM000370,ORD00142,PROD00362,5,230.91,0.0
ITEM000371,ORD00142,PROD00254,7,24.61,40.0
ITEM000372,ORD00142,PROD00174,7,435.04,0.0
ITEM000373,ORD00143,PROD00175,3,37.07,40.0
ITEM000374,ORD00143,PROD00010,7,64.65,40.0
ITEM000375,ORD00143,PROD00466,6,266.9,50.0
ITEM000376,ORD00144,PROD00285,6,213.63,50.0
ITEM000377,ORD00144,PROD00401,4,626.81,10.0
ITEM000378,ORD00144,PROD00251,1,410.31,20.0
ITEM000379,ORD00145,PROD00320,8,75.76,50.0
ITEM000380,ORD00145,PROD00035,4,52.75,0.0
ITEM000381,ORD00146,PROD00187,1,596.09,0.0
ITEM000382,ORD00146,PROD00002,8,400.46,15.0
ITEM000383,ORD00147,PROD00161,4,517.96,25.0
ITEM000384,ORD00147,PROD00310,1,372.59,0.0
ITEM000385,ORD00147,PROD00410,4,603.33,0.0
ITEM000386,ORD00147,PROD00420,5,504.78,0.0
ITEM000390,ORD00150,PROD00301,1,90.75,25.0
ITEM000391,ORD00150,PROD00245,6,382.41,0.0
ITEM000392,ORD00151,PROD00322,6,340.32,0.0
ITEM000393,ORD00152,PROD00330,1,236.4,0.0
ITEM000394,ORD00153,PROD00255,2,499.3,0.0
ITEM000395,ORD00153,PROD00084,4,361.8,0.0
ITEM000396,ORD00154,PROD00174,6,364.14,0.0
ITEM000397,ORD00154,PROD00280,7,346.73,0.0
ITEM000398,ORD00154,PROD00080,2,140.82,0.0
ITEM000399,ORD00155,PROD00391,5,385.34,0.0
ITEM000400,ORD00156,PROD00027,4,543.18,0.0
ITEM000401,ORD00157,PROD00487,3,454.14,0.0
ITEM000402,ORD00157,PROD00388,-7,526.42,20.0
ITEM000403,ORD00158,PROD00343,7,418.15,0.0
ITEM000405,ORD00160,PROD00261,3,310.53,0.0
ITEM000406,ORD00160,PROD00004,5,94.2,0.0
ITEM000407,ORD00160,PROD00199,4,578.49,0.0
ITEM000408,ORD00161,PROD00168,7,345.82,0.0
ITEM000409,ORD00161,PROD00015,7,185.6,0.0
ITEM000414,ORD00163,PROD00256,7,671.99,0.0
ITEM000415,ORD00163,PROD00201,3,61.45,0.0
ITEM000416,ORD00164,PROD00408,4,348.76,0.0
ITEM000417,ORD00164,PROD00001,1,620.52,40.0
ITEM000418,ORD00164,PROD00156,3,478.26,0.0
ITEM000419,ORD00165,PROD00498,6,634.2,0.0
ITEM000420,ORD00165,PROD00012,1,345.09,0.0
ITEM000421,ORD00166,PROD00234,4,113.23,30.0
ITEM000422,ORD00166,PROD00406,8,442.12,0.0
ITEM000423,ORD00166,PROD00372,5,538.82,20.0
ITEM000424,ORD00167,PROD00375,4,581.5,5.0
ITEM000425,ORD00168,PROD00255,8,561.16,40.0
ITEM000426,ORD00169,PROD00492,5,165.87,10.0
ITEM000430,ORD00171,PROD00147,6,276.71,0.0
ITEM000431,ORD00172,PROD00192,6,493.91,0.0
ITEM000432,ORD00172,PROD00165,6,481.19,0.0
ITEM000433,ORD00173,PROD00240,5,635.93,20.0
ITEM000434,ORD00173,PROD00346,6,121.2,0.0
ITEM000435,ORD00173,PROD00130,6,340.11,20.0
ITEM000436,ORD00174,PROD00456,3,331.13,0.0
ITEM000437,ORD00174,PROD00426,3,671.66,30.0
ITEM000438,ORD00175,PROD00042,2,488.19,0.0
ITEM000439,ORD00175,PROD00267,1,360.43,0.0
ITEM000440,ORD00175,PROD00483,4,277.52,20.0
ITEM000441,ORD00175,PROD00060,6,442.87,0.0
ITEM000442,ORD00176,PROD00113,7,214.46,40.0
ITEM000443,ORD00176,PROD00328,3,427.69,10.0
ITEM000444,ORD00176,PROD00367,2,213.94,50.0
ITEM000445,ORD00176,PROD00124,5,48.61,0.0
ITEM000446,ORD00177,PROD00488,-1,513.84,0.0
ITEM000447,ORD00178,PROD00096,2,148.93,0.0
ITEM000448,ORD00178,PROD00061,6,213.94,0.0
ITEM000449,ORD00179,PROD00176,4,14.46,20.0
ITEM000450,ORD00179,PROD00326,1,253.49,50.0
ITEM000451,ORD00179,PROD00164,5,608.75,20.0
ITEM000452,ORD00180,PROD00217,6,459.79,5.0
ITEM000453,ORD00181,PROD00020,2,525.76,0.0
ITEM000454,ORD00181,PROD00043,2,466.21,10.0
ITEM000455,ORD00181,PROD00310,1,482.75,0.0
ITEM000456,ORD00181,PROD00361,4,15.72,0.0
ITEM000457,ORD00182,PROD00304,1,182.98,0.0
ITEM000458,ORD00182,PROD00258,5,570.63,0.0
ITEM000459,ORD00183,PROD00130,8,311.96,0.0
ITEM000460,ORD00184,PROD00021,6,457.15,5.0
ITEM000461,ORD00184,PROD00102,-4,250.8,30.0
ITEM000462,ORD00185,PROD00396,5,39.67,0.0
ITEM000463,ORD00185,PROD00350,8,233.83,0.0
ITEM000464,ORD00186,PROD00052,3,109.61,40.0
ITEM000465,ORD00187,PROD00255,-7,552.33,0.0
ITEM000466,ORD00187,PROD00356,2,597.89,0.0
ITEM000467,ORD00187,PROD00224,7,47.11,0.0
ITEM000468,ORD00187,PROD00450,6,71.41,0.0
ITEM000469,ORD00188,PROD00465,3,28.05,0.0
ITEM000470,ORD00188,PROD00293,4,20.29,50.0
ITEM000471,ORD00189,PROD00245,3,345.7,0.0
ITEM000472,ORD00189,PROD00021,3,445.9,20.0
ITEM000473,ORD00189,PROD00006,1,586.33,25.0
ITEM000475,ORD00191,PROD00411,8,32.0,0.0
ITEM000476,ORD00191,PROD00089,2,277.84,0.0
ITEM000477,ORD00191,PROD00262,2,171.62,40.0
ITEM000478,ORD00191,PROD00290,7,24.17,0.0
ITEM000479,ORD00192,PROD00424,1,339.1,0.0
ITEM000480,ORD00192,PROD00165,1,488.11,15.0
ITEM000481,ORD00193,PROD00231,4,354.14,0.0
ITEM000482,ORD00193,PROD00315,7,82.81,10.0
ITEM000483,ORD00193,PROD00124,5,46.52,0.0
ITEM000484,ORD00193,PROD00308,2,454.69,10.0
ITEM000485,ORD00194,PROD00190,5,538.89,15.0
ITEM000486,ORD00195,PROD00429,6,348.08,20.0
ITEM000487,ORD00195,PROD00262,3,192.33,0.0
ITEM000488,ORD00195,PROD00251,2,459.67,0.0
ITEM000489,ORD00196,PROD00448,4,373.36,40.0
ITEM000490,ORD00196,PROD00290,5,24.38,0.0
ITEM000491,ORD00196,PROD00347,5,543.94,10.0
ITEM000492,ORD00197,PROD00411,5,37.91,30.0
ITEM000493,ORD00197,PROD00278,4,404.79,0.0
ITEM000494,ORD00198,PROD00061,5,234.16,0.0
ITEM000495,ORD00198,PROD00405,6,514.85,20.0
ITEM000496,ORD00199,PROD00126,5,354.01,0.0
ITEM000497,ORD00199,PROD00175,2,30.94,50.0
ITEM000498,ORD00199,PROD00002,5,367.91,0.0
ITEM000499,ORD00200,PROD00262,4,196.77,50.0
ITEM000500,ORD00200,PROD00305,7,310.75,0.0
ITEM000501,ORD00200,PROD00093,1,296.38,0.0
ITEM000502,ORD00201,PROD00281,3,369.96,50.0
ITEM000503,ORD00202,PROD00021,-1,547.08,0.0
ITEM000504,ORD00202,PROD00320,5,85.61,0.0
ITEM000505,ORD00203,PROD00476,4,190.48,0.0
ITEM000506,ORD00203,PROD00163,3,493.02,10.0
ITEM000507,ORD00203,PROD00278,3,413.99,15.0
ITEM000508,ORD00204,PROD00064,7,360.95,0.0
ITEM000509,ORD00204,PROD00085,4,295.02,0.0
ITEM000510,ORD00204,PROD00344,7,43.19,0.0
ITEM000511,ORD00204,PROD00434,8,235.93,20.0
ITEM000512,ORD00205,PROD00012,5,373.38,20.0
ITEM000513,ORD00205,PROD00405,6,552.99,0.0
ITEM000514,ORD00205,PROD00316,8,500.54,0.0
ITEM000515,ORD00205,PROD00361,7,12.34,0.0
ITEM000516,ORD00206,PROD00161,5,479.31,0.0
ITEM000517,ORD00206,PROD00119,8,68.05,25.0
