order_id,customer_id,order_date,status,region_code
ORD00116,CUST00124,2026-06-02 01:56:47,DELIVERED,EU-WEST
ORD00117,CUST00571,2026-03-08 15:45:34,RETURNED,US-EAST
ORD00118,CUST00449,2026-06-29 15:45:18,PLACED,LATAM-SOUTH
ORD00119,CUST00105,2025-05-19 07:36:34,PLACED,US-WEST
ORD00120,CUST00211,2025-07-27 02:34:26,CANCELLED,LATAM-SOUTH
ORD00121,CUST00102,2025-11-21 23:20:46,SHIPPED,US-EAST
ORD00122,CUST00450,2025-07-13 13:16:44,CANCELLED,EU-WEST
ORD00123,CUST00176,2026-02-25 12:25:20,DELIVERED,US-WEST
ORD00124,CUST00543,2026-01-01 17:08:05,CANCELLED,APAC-EAST
ORD00125,CUST00470,2026-06-29 03:06:23,PLACED,APAC-EAST
ORD00126,CUST00011,2026-01-12 14:20:24,PLACED,EU-WEST
ORD00127,CUST00169,05-01-2026,SHIPPED,LATAM-SOUTH
ORD00128,CUST00533,2026-06-05 12:28:58,RETURNED,EU-WEST
ORD00129,CUST00322,2025-01-25 20:38:20,RETURNED,LATAM-SOUTH
ORD00130,CUST00414,2026-01-10 10:54:11,RETURNED,LATAM-SOUTH
ORD00131,CUST00354,2026-06-03 18:47:16,CANCELLED,US-WEST
ORD00132,,2025-12-09 14:11:57,SHIPPED,LATAM-SOUTH
ORD00133,CUST00291,24-03-2026,DELIVERED,US-WEST
ORD00134,CUST00553,2026-01-16 12:50:06,CANCELLED,LATAM-SOUTH
ORD00135,CUST00062,2026-01-22 10:15:25,RETURNED,EU-WEST
ORD00136,CUST00128,2026-02-16 01:12:39,DELIVERED,US-WEST
ORD00137,CUST00596,2026-04-04 01:16:33,RETURNED,US-WEST
ORD00138,CUST00292,2026-06-26 00:30:24,CANCELLED,LATAM-SOUTH
ORD00139,CUST00108,2025-08-12 22:20:44,CANCELLED,US-EAST
ORD00140,CUST00436,2025-04-14 05:33:36,PLACED,APAC-EAST
ORD00141,CUST00488,2025-05-14 11:22:40,RETURNED,APAC-EAST
ORD00142,CUST00532,2026-04-21 07:21:16,CANCELLED,APAC-EAST
ORD00143,CUST00502,2026-04-09 15:34:38,SHIPPED,LATAM-SOUTH
ORD00144,CUST00469,23-05-2025,CANCELLED,APAC-EAST
ORD00145,CUST00161,2026-05-28 15:19:34,RETURNED,APAC-EAST
ORD00146,CUST00379,2025-12-27 15:03:43,SHIPPED,US-EAST
ORD00147,CUST00384,2026-04-01 23:19:31,SHIPPED,US-WEST
ORD00148,,2025-11-09 10:19:16,SHIPPED,US-WEST
ORD00149,,2025-12-24 02:27:35,PLACED,APAC-EAST
ORD00150,CUST00318,2026-03-31 10:58:08,CANCELLED,LATAM-SOUTH
ORD00151,CUST00142,2025-12-18 19:40:19,CANCELLED,US-WEST
ORD00152,CUST00334,2026-02-01 09:37:21,CANCELLED,APAC-EAST
ORD00153,CUST00405,2026-02-16 08:46:59,DELIVERED,US-EAST
ORD00154,CUST00026,2026-05-21 07:24:44,RETURNED,US-EAST
ORD00155,CUST00088,2026-06-22 02:57:54,PLACED,LATAM-SOUTH
ORD00156,CUST00488,2025-04-14 02:18:41,RETURNED,US-WEST
ORD00157,CUST00282,2026-01-17 22:33:59,CANCELLED,US-EAST
ORD00158,CUST00329,2025-05-29 19:30:16,PLACED,EU-WEST
ORD00159,,2026-06-25 11:33:19,CANCELLED,EU-WEST
ORD00160,CUST00102,2025-10-12 16:24:27,SHIPPED,EU-WEST
ORD00161,CUST00158,2025-12-11 01:41:45,PLACED,LATAM-SOUTH
ORD00162,,2025-03-01 10:51:02,CANCELLED,US-EAST
ORD00163,CUST00423,2025-09-22 21:26:32,PLACED,US-EAST
ORD00164,CUST00243,17-03-2026,PLACED,EU-WEST
ORD00165,CUST00476,2026-04-13 03:51:23,PLACED,APAC-EAST
ORD00166,CUST00020,2026-02-06 09:15:37,SHIPPED,LATAM-SOUTH
ORD00167,CUST00129,2025-09-14 00:25:06,PLACED,LATAM-SOUTH
ORD00168,CUST00146,2025-06-09 17:22:46,RETURNED,APAC-EAST
ORD00169,CUST00569,2026-03-18 21:40:27,RETURNED,EU-WEST
ORD00170,,2026-05-09 09:57:02,RETURNED,EU-WEST
ORD00171,CUST00390,2026-05-02 10:11:30,RETURNED,LATAM-SOUTH
ORD00172,CUST00166,2026-06-19 02:01:24,DELIVERED,US-EAST
ORD00173,CUST00126,2026-04-16 08:50:38,CANCELLED,US-WEST
ORD00174,CUST00326,2026-03-25 12:56:04,DELIVERED,APAC-EAST
ORD00175,CUST00330,2026-05-09 08:21:33,DELIVERED,US-EAST
ORD00176,CUST00137,2025-09-12 23:30:46,CANCELLED,US-EAST
ORD00177,CUST00178,2026-05-10 22:07:46,RETURNED,US-EAST
ORD00178,CUST00080,2026-06-24 02:08:44,PLACED,EU-WEST
ORD00179,CUST00386,2026-01-25 11:01:29,SHIPPED,US-EAST
ORD00180,CUST00380,2026-04-21 15:14:14,SHIPPED,US-EAST
ORD00181,CUST00367,2026-06-21 12:56:59,DELIVERED,US-WEST
ORD00182,CUST00506,2025-10-21 03:30:35,CANCELLED,LATAM-SOUTH
ORD00183,CUST00201,2026-04-10 03:05:39,DELIVERED,LATAM-SOUTH
ORD00184,CUST00175,2026-06-29 23:32:17,RETURNED,LATAM-SOUTH
ORD00185,CUST00132,2026-04-04 11:59:39,RETURNED,US-WEST
ORD00186,CUST00281,2026-06-23 13:11:14,RETURNED,LATAM-SOUTH
ORD00187,CUST00574,2025-01-09 14:58:33,PLACED,EU-WEST
ORD00188,CUST00417,2026-04-06 10:30:47,CANCELLED,APAC-EAST
ORD00189,CUST00045,2026-01-07 01:31:12,DELIVERED,APAC-EAST
ORD00190,,2025-07-19 12:11:10,PLACED,LATAM-SOUTH
ORD00191,CUST00232,2026-01-06 07:08:47,SHIPPED,US-WEST
ORD00192,CUST00319,2026-01-23 22:12:30,PLACED,APAC-EAST
ORD00193,CUST00025,2026-06-30 07:00:56,DELIVERED,US-WEST
ORD00194,CUST00245,2026-01-04 06:15:35,RETURNED,US-WEST
ORD00195,CUST00450,2026-05-26 20:36:07,RETURNED,US-EAST
ORD00196,CUST00063,28-12-2025,PLACED,US-WEST
ORD00197,CUST00453,2026-04-04 15:48:13,PLACED,US-EAST
ORD00198,CUST00302,2025-12-19 03:00:19,RETURNED,APAC-EAST
ORD00199,CUST00011,2025-12-17 03:23:36,RETURNED,LATAM-SOUTH
ORD00200,CUST00027,2025-10-13 23:51:19,SHIPPED,US-EAST
ORD00201,CUST00070,2025-12-20 11:25:15,SHIPPED,LATAM-SOUTH
ORD00202,CUST00432,2026-02-19 06:27:04,SHIPPED,US-WEST
ORD00203,CUST00046,2026-06-05 02:10:15,CANCELLED,LATAM-SOUTH
ORD00204,CUST00367,2026-06-01 19:29:15,SHIPPED,APAC-EAST
ORD00205,CUST00352,15-01-2025,RETURNED,US-WEST
ORD00206,CUST00520,2026-05-22 20:26:23,CANCELLED,EU-WEST
ORD00207,CUST00206,2026-04-04 12:29:27,DELIVERED,US-WEST
ORD00208,CUST00479,2026-05-26 18:35:50,RETURNED,EU-WEST
ORD00209,CUST00429,2025-04-08 20:11:54,PLACED,APAC-EAST
ORD00210,CUST00004,2026-06-19 23:46:14,CANCELLED,LATAM-SOUTH
ORD00211,CUST00493,2025-12-28 17:22:45,SHIPPED,APAC-EAST
ORD00212,CUST00007,2026-04-09 02:11:48,PLACED,LATAM-SOUTH
ORD00213,CUST00298,2026-06-08 22:03:38,PLACED,US-WEST
ORD00214,CUST00179,2025-12-13 09:48:26,DELIVERED,LATAM-SOUTH
ORD00215,,2025-09-26 03:41:03,PLACED,US-WEST
ORD00216,CUST00114,2026-02-11 08:43:38,CANCELLED,US-WEST
ORD00217,CUST00382,2026-06-24 09:46:39,RETURNED,APAC-EAST
ORD00218,CUST00067,2026-01-09 05:56:56,SHIPPED,LATAM-SOUTH
ORD00219,CUST00384,2026-03-18 21:28:04,SHIPPED,US-EAST
ORD00220,CUST00194,01-11-2025,DELIVERED,US-WEST
ORD00221,CUST00287,2026-05-29 02:47:23,RETURNED,APAC-EAST
ORD00222,CUST00084,2026-06-27 17:42:38,SHIPPED,LATAM-SOUTH
ORD00223,CUST00522,2026-02-11 06:18:52,SHIPPED,EU-WEST
ORD00224,CUST00539,2026-05-16 15:20:04,CANCELLED,EU-WEST
ORD00225,CUST00598,2026-04-14 16:09:33,SHIPPED,APAC-EAST
ORD00226,CUST00406,2025-12-22 09:30:11,RETURNED,US-WEST
ORD00227,CUST00384,2025-12-20 03:11:50,PLACED,EU-WEST
ORD00228,CUST00361,2025-06-24 22:51:13,RETURNED,LATAM-SOUTH
ORD00229,CUST00462,2026-01-03 06:15:01,CANCELLED,EU-WEST
ORD00230,CUST00026,2025-12-28 05:50:18,PLACED,EU-WEST
ORD00231,CUST00302,2026-02-14 19:25:09,PLACED,EU-WEST
ORD00232,CUST00101,2026-04-13 20:43:25,RETURNED,US-WEST
ORD00233,CUST00338,2026-06-03 23:43:30,SHIPPED,LATAM-SOUTH
ORD00234,CUST00557,2026-01-07 09:23:34,DELIVERED,EU-WEST
ORD00235,CUST00414,2026-06-17 12:11:48,PLACED,APAC-EAST
ORD00236,CUST00153,2026-01-15 11:47:58,SHIPPED,APAC-EAST
ORD00237,CUST00566,2026-05-25 06:50:32,DELIVERED,US-EAST
ORD00238,CUST00193,2026-04-09 02:48:56,CANCELLED,APAC-EAST
ORD00239,CUST00031,2026-02-27 11:38:54,DELIVERED,US-EAST
ORD00240,CUST00364,2026-02-23 03:22:57,CANCELLED,LATAM-SOUTH
ORD00241,CUST00024,2025-08-21 12:46:36,SHIPPED,EU-WEST
ORD00242,CUST00588,2026-03-29 04:29:57,CANCELLED,US-EAST
ORD00243,CUST00193,2026-02-23 15:55:13,CANCELLED,EU-WEST
ORD00244,CUST00107,14-04-2026,RETURNED,APAC-EAST
ORD00245,CUST00204,2026-03-12 06:51:29,SHIPPED,US-WEST
ORD00246,CUST00537,2026-01-29 22:50:21,RETURNED,US-EAST
ORD00247,CUST00421,2026-04-07 14:40:42,RETURNED,APAC-EAST
ORD00248,CUST00071,2025-08-06 11:08:03,SHIPPED,EU-WEST
ORD00249,CUST00487,2025-12-26 17:46:05,RETURNED,US-WEST
ORD00250,CUST00470,2025-01-23 19:07:47,CANCELLED,US-EAST
ORD00251,CUST00253,2026-04-24 04:01:18,CANCELLED,APAC-EAST
ORD00252,CUST00094,2026-06-15 08:13:12,DELIVERED,APAC-EAST
ORD00253,CUST00180,2026-02-02 15:45:30,CANCELLED,APAC-EAST
ORD00254,CUST00188,2025-03-25 19:29:38,PLACED,US-WEST
ORD00255,CUST00162,2026-06-12 14:51:18,PLACED,US-WEST
ORD00256,CUST00422,2025-06-01 03:51:19,PLACED,US-EAST
ORD00257,CUST00334,10-06-2025,SHIPPED,LATAM-SOUTH
ORD00258,CUST00028,2026-04-11 12:27:00,CANCELLED,EU-WEST
ORD00259,CUST00200,2025-10-01 11:59:15,PLACED,US-WEST
ORD00260,CUST00476,2026-04-12 13:14:01,RETURNED,US-WEST
ORD00261,CUST00449,2026-06-19 21:52:46,SHIPPED,US-WEST
ORD00262,CUST00103,17-02-2026,CANCELLED,US-WEST
ORD00263,CUST00012,2025-07-10 23:43:30,DELIVERED,US-WEST
ORD00264,CUST00036,2026-01-05 18:40:23,CANCELLED,US-EAST
ORD00265,CUST00536,09-11-2025,DELIVERED,APAC-EAST
ORD00266,,2026-01-22 07:20:42,SHIPPED,EU-WEST
ORD00267,CUST00205,2026-05-11 23:51:12,PLACED,EU-WEST
ORD00268,CUST00065,2025-07-15 13:45:53,SHIPPED,US-EAST
ORD00269,CUST00111,2025-12-27 12:51:58,SHIPPED,LATAM-SOUTH
ORD00270,CUST00555,2026-04-14 09:58:24,SHIPPED,US-WEST
ORD00271,CUST00332,2026-05-07 21:21:10,DELIVERED,US-EAST
ORD00272,CUST00470,29-10-2025,RETURNED,EU-WEST
ORD00273,CUST00224,2026-05-28 22:54:39,RETURNED,LATAM-SOUTH
ORD00274,CUST00098,2026-04-28 05:12:33,DELIVERED,US-WEST
ORD00275,CUST00326,2026-06-03 16:16:01,DELIVERED,US-EAST
ORD00276,CUST00600,2026-06-29 01:16:54,SHIPPED,LATAM-SOUTH
ORD00277,CUST00014,2026-06-23 01:45:44,DELIVERED,US-WEST
ORD00278,CUST00250,2025-03-18 10:12:23,DELIVERED,APAC-EAST
ORD00279,CUST00156,2026-04-18 02:12:39,RETURNED,APAC-EAST
ORD00280,CUST00337,2026-05-29 15:48:32,PLACED,LATAM-SOUTH
ORD00281,CUST00425,2026-01-27 03:26:28,SHIPPED,EU-WEST
ORD00282,CUST00211,2026-04-13 00:58:47,SHIPPED,LATAM-SOUTH
ORD00283,CUST00534,2026-01-14 08:22:29,PLACED,US-EAST
ORD00284,CUST00072,2025-09-18 03:57:04,SHIPPED,US-WEST
ORD00285,CUST00178,2026-02-26 16:25:56,RETURNED,US-EAST
ORD00286,CUST00479,2026-05-09 06:27:19,CANCELLED,US-WEST
ORD00287,CUST00311,2026-03-26 12:13:56,SHIPPED,EU-WEST
ORD00288,CUST00493,2026-01-12 18:11:32,CANCELLED,US-WEST
ORD00289,CUST00433,2026-04-23 04:54:25,CANCELLED,US-EAST
ORD00290,CUST00438,2025-11-09 00:32:48,RETURNED,US-WEST
ORD00291,CUST00180,2026-04-16 04:24:11,CANCELLED,EU-WEST
ORD00292,CUST00493,2025-09-19 20:46:40,SHIPPED,US-WEST
ORD00293,,2026-05-28 13:37:34,CANCELLED,APAC-EAST
ORD00294,CUST00405,2026-05-11 06:37:58,CANCELLED,EU-WEST
ORD00295,CUST00073,2026-03-03 22:54:37,CANCELLED,LATAM-SOUTH
ORD00296,CUST00447,2026-04-15 13:04:47,CANCELLED,EU-WEST
ORD00297,CUST00395,2025-11-10 20:41:32,CANCELLED,US-EAST
ORD00298,CUST00371,2026-06-29 21:24:02,SHIPPED,EU-WEST
ORD00299,CUST00151,2026-06-29 19:08:06,SHIPPED,US-EAST
ORD00300,CUST00095,2025-12-28 23:24:59,RETURNED,US-EAST
ORD00301,CUST00194,2025-06-22 22:59:04,DELIVERED,EU-WEST
ORD00302,CUST00546,2026-01-29 22:42:42,DELIVERED,APAC-EAST
ORD00303,CUST00092,2026-05-24 03:49:57,SHIPPED,EU-WEST
ORD00304,CUST00408,2025-05-18 18:49:20,CANCELLED,US-EAST
ORD00305,CUST00428,2026-06-21 18:15:18,CANCELLED,US-WEST
ORD00306,CUST00191,2025-08-30 09:50:41,SHIPPED,LATAM-SOUTH
ORD00307,CUST00462,2025-09-23 23:37:42,SHIPPED,US-EAST
ORD00308,CUST00197,2026-03-05 08:47:07,RETURNED,US-EAST
ORD00309,CUST00171,20-11-2025,PLACED,EU-WEST
ORD00310,CUST00031,08-01-2026,PLACED,US-EAST
ORD00311,CUST00008,2026-03-21 09:59:58,PLACED,US-WEST
ORD00312,CUST00008,2025-11-03 18:09:15,CANCELLED,APAC-EAST
ORD00313,CUST00440,2026-04-20 15:37:47,DELIVERED,US-WEST
ORD00314,CUST00409,07-03-2026,DELIVERED,US-EAST
ORD00315,CUST00412,2026-06-08 20:02:29,PLACED,LATAM-SOUTH
ORD00316,CUST00544,2026-05-14 16:40:20,DELIVERED,APAC-EAST
ORD00317,CUST00487,08-02-2026,PLACED,EU-WEST
ORD00318,CUST00369,2026-03-28 10:50:02,SHIPPED,LATAM-SOUTH
ORD00319,CUST00084,2026-05-23 15:19:04,PLACED,APAC-EAST
ORD00320,CUST00200,2026-06-19 23:41:07,RETURNED,US-EAST
ORD00321,CUST00090,2026-02-02 06:57:34,CANCELLED,US-WEST
ORD00322,CUST00119,2026-06-10 00:30:01,SHIPPED,US-WEST
ORD00323,CUST00092,2026-06-10 16:21:27,SHIPPED,EU-WEST
ORD00324,CUST00288,2026-04-08 07:11:01,PLACED,US-WEST
ORD00325,CUST00504,04-04-2026,RETURNED,LATAM-SOUTH
ORD00326,CUST00352,2026-02-02 00:25:02,RETURNED,APAC-EAST
ORD00327,CUST00229,2026-04-13 02:51:23,PLACED,US-EAST
ORD00328,CUST00193,2025-11-06 16:02:29,DELIVERED,US-WEST
ORD00329,CUST00390,2025-06-13 13:45:41,PLACED,LATAM-SOUTH
ORD00330,CUST00398,2026-03-02 18:10:00,SHIPPED,LATAM-SOUTH
ORD00331,CUST00228,2025-07-16 04:10:58,CANCELLED,EU-WEST
ORD00332,CUST00304,2026-06-01 03:27:30,SHIPPED,LATAM-SOUTH
ORD00333,CUST00036,2025-09-14 05:05:37,PLACED,EU-WEST
ORD00334,CUST00588,15-02-2026,DELIVERED,APAC-EAST
ORD00335,CUST00342,2026-03-27 18:30:01,PLACED,US-WEST
ORD00336,CUST00402,2025-11-26 05:45:21,RETURNED,APAC-EAST
ORD00337,CUST00485,2026-05-22 13:30:46,PLACED,LATAM-SOUTH
ORD00338,CUST00290,2025-11-07 14:13:22,CANCELLED,US-EAST
ORD00339,CUST00595,2025-10-22 14:56:50,CANCELLED,US-WEST
ORD00340,CUST00453,2026-01-22 18:40:52,SHIPPED,US-WEST
ORD00341,CUST00201,2025-09-24 12:14:35,RETURNED,US-EAST
ORD00342,CUST00152,2026-06-04 18:57:08,PLACED,US-EAST
ORD00343,CUST00486,2026-02-20 17:15:49,RETURNED,EU-WEST
ORD00344,CUST00153,2026-03-01 12:27:27,PLACED,US-EAST
ORD00345,CUST00501,2026-04-24 16:54:16,CANCELLED,US-EAST
ORD00346,CUST00392,2026-05-30 04:53:50,PLACED,US-EAST
ORD00347,CUST00125,2026-05-23 18:36:03,SHIPPED,US-EAST
ORD00348,CUST00587,2025-11-16 23:21:15,SHIPPED,APAC-EAST
ORD00349,CUST00445,2025-11-15 20:11:36,DELIVERED,US-EAST
ORD00350,CUST00551,2026-06-17 08:53:10,CANCELLED,LATAM-SOUTH
ORD00351,CUST00543,2026-05-31 09:23:58,RETURNED,US-EAST
ORD00352,CUST00213,03-06-2025,RETURNED,US-WEST
ORD00353,CUST00458,2025-04-11 22:58:30,SHIPPED,LATAM-SOUTH
ORD00354,CUST00166,2026-05-10 00:45:06,PLACED,US-EAST
ORD00355,CUST00373,2025-08-18 06:44:04,PLACED,US-WEST
ORD00356,CUST00532,2026-04-25 10:04:48,RETURNED,APAC-EAST
ORD00357,CUST00503,2025-12-30 05:03:00,RETURNED,LATAM-SOUTH
ORD00358,CUST00102,2025-06-10 19:47:46,PLACED,US-WEST
ORD00359,CUST00221,2026-06-09 12:02:07,SHIPPED,LATAM-SOUTH
ORD00360,CUST00132,2026-05-12 05:14:56,RETURNED,EU-WEST
ORD00361,CUST00168,2025-04-18 05:48:35,CANCELLED,US-WEST
ORD00362,CUST00073,2026-05-02 17:25:46,SHIPPED,EU-WEST
ORD00363,CUST00524,2026-05-12 18:19:21,DELIVERED,APAC-EAST
ORD00364,CUST00254,2025-09-20 15:47:59,PLACED,LATAM-SOUTH
ORD00365,CUST00338,2025-11-20 01:52:30,DELIVERED,US-WEST
